,sentence,label
6860,Liv Sibony recently took charge as the Head of Crowdfunding at Seedtribe and brought Work For Good onto the platform,1
1996,That’s because passively digesting information isn’t enough,1
8330,"Aight no rush, I'll ask jay",0
9972,Happy New Year Princess!,0
7064,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0
9073,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",0
4788,"Six months later I finally plucked up the courage to do it and when I finally did, I was blown away with the benefits – I got fitter, faster, healthier, a better husband, a better dad",1
8147,Ok... Help me ask if she's working tmr a not?,0
10842,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,0
8813,Yes we are chatting too.,0
5361,Angel Investment Network has revealed its latest ‘State of the Angel Investment Nation’ findings,1
8911,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0
4664,We decided to raise investment so that we could bring our unique and exciting model for coworking to the whole world,1
9525,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
12113,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0
11560,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0
5601,We had the idea of creating a portal to streamline the whole process for entrepreneurs and investors,1
5684,"My success is in huge part thanks to the incredible network of entrepreneurs, colleagues and supporters with whom I’ve worked closely all these years",1
11713,Oops i thk i dun haf enuff... I go check then tell Ì_..,0
2040,Ultimately they are buying into the team & vision of the future,1
5541,"Our platform works on a straight upfront listing fee, and can even be free",1
2765,They could ‘get it’ instinctively and understand it would be great to have something looking after their dog,1
3828,This is particularly the case with passion-driven angels,1
11562,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0
854,"might mean that in these uncertain times, we can start better identifying, supporting and backing founders that are genuinely ready to cross the threshold in the unknown of the next stage of their venture.",1
5402,We identify and prevent invoice fraud using the latest advances in artificial intelligence and machine learning.,1
2068,Julian then thinks logically about how you determine when is the right time for a founder to move to on from his business,1
7521,Shall i come to get pickle,0
9704,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,0
10834,I'm thinking that chennai forgot to come for auction..,0
223,My biggest fundraising mistake was…,1
9875,Fuck cedar key and fuck her (come over anyway tho),0
4690,"It took me some time to realise that I needed to run it like any other business activity, as a structured process",1
646,"It can be contacts, market experience or whatever, but once they are championing your company, it adds significant value.",1
4086,"The founders of ecommerce startup aisle 3 have bounced back after being made redundant at the start of the pandemic to successfully raise £200,000 for their new ecommerce venture, supported by Angel Investment Network.",1
9549,Yup but not studying surfing lor. I'm in e lazy mode today.,0
1743,"However, of course there are no guarantees of funding and the startup idea needs to capture the imagination of any potential investors",1
1750,Here are some of the current highlights: ,1
12531,Compliments to you. Was away from the system. How your side.,0
3665,Top 10 Sectors for Investors:,1
4641," Completed in eight weeks, the funds will be used for new technical hires to support demand from Universities",1
6988,"As a result, trusting the prospective investor and their credentials was relatively easy",1
8010,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0
5375,"According to AIN co-founder Mike Lebus: “Startups are the lifeblood of the UK economy and despite a turbulent year politically, there has been no slowdown in activity",1
5108,Social media is used by almost half of the planet,1
1293,"Right now, we are focusing on keeping engaged with our audience and using our platform to continue to raise awareness about the importance of shopping sustainably",1
8974,Thats cool. Where should i cum? On you or in you? :),0
4356,Home a Future Tech Superstar,1
2815,"We clearly know and love what we do, so if you believe in the idea that we won’t all work in an office 5 days a week, there is no better horse to back",1
8201,I know she called me,0
9065,Cos daddy arranging time c wat time fetch Ì_ mah...,0
2430,Tell us about Occuity?,1
9360,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0
4339,They are both very different with different paths with different evaluative criteria and measured outcomes,1
2004,What is your top tip for anyone raising investment for the first time? ,1
5399,Firdaus set up this business after one of his friends was a victim of invoice fraud and he realised that there were no products addressing this problem.,1
2143,The challenges of climate change are undimmed and this is a sector that is at the forefront of that battle.”,1
4808,We want to flip the drinking model on its head,1
2623,"There are infinite ways to architect a technical product, and all of them have their pros and cons depending on budget, resources available and product availability",1
9308,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,0
1130,We think that there’s growth in this sector because:,1
8465,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",0
2257,-In-person networking has gone from being the most important part of any fundraising strategy to being almost impossible,1
2680,"He has worked in over 60 countries, has five kids and is a self professed exercise nut.",1
5291,NEXT PAGEBehind the Raise,1
4677,Its less scary to follow someone else,1
2861,We run a very flat organisation and we were all virtual even before Coronavirus hit! ,1
10671," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",0
7809,Ugh I don't wanna get out of bed. It's so warm.,0
9576,In sch but neva mind u eat 1st lor..,0
1357,We knew we were onto something when:,1
6462,It’s only when a company has achieved a certain level of tangible traction that you can reasonably run analytics on it in the hope of predicting the eventual outcome and the risks involved,1
